especie
Lychnophora granmogolensis
Lychnophora martiana
Lychnophora pinaster
Lychnophora pohlii
Lychnophora rosmarinifolia
Lychnophora rupestris
Lychnophora salicifolia
Lychnophora souzae
Lychnophora staavioides
Lychnophora villosissima
Maschalostachys markgrafii
Maschalostachys mellosilvae
Paralychnophora glaziouana
Piptocarpha macropoda
Piptolepis monticola
Vernonanthura petiolaris
Wunderlichia crulsiana
Wunderlichia mirabilis
Fridericia bahiensis
Handroanthus coronatus
Handroanthus diamantinensis
Handroanthus grandiflorus
Handroanthus spongiosus
Handroanthus umbellatus
Jacaranda brasiliana
Jacaranda grandifoliolata
Jacaranda intricata
Jacaranda irwinii
Jacaranda jasminoides
Jacaranda macrantha
Jacaranda mutabilis
Jacaranda obovata
Jacaranda praetermissa
Jacaranda puberula
Jacaranda pulcherrima
Jacaranda simplicifolia
Tabebuia obtusifolia
Zeyheria montana
Cordia rufescens
Cordia sellowiana
Cordia superba
Cordia taguahyensis
Cordia tarodae
Cordia toqueve
Bursera pereirae
Dacryodes paraensis
Protium brasiliense
Protium dawsonii
Protium ovatum
Protium pilosissimum
Protium warmingianum
Cereus estevesii
Cereus jamacaru
Cereus saddianus
Facheiroa cephaliomelana
Pilosocereus flavipulvinatus
Pilosocereus glaucochrous
Pilosocereus pachycladus
Kielmeyera bifaria
Kielmeyera lathrophyton
Kielmeyera petiolaris
Kielmeyera speciosa
Kielmeyera tomentosa
Cynophalla mattogrossensis
Caryocar coriaceum
Caryocar cuneatum
Monteverdia chapadensis
Monteverdia erythroxyla
Monteverdia gonoclada
Monteverdia radlkoferiana
Monteverdia rigida
Exellodendron cordatum
Hirtella floribunda
Hirtella hebeclada
Hirtella juruensis
Hirtella martiana
Hirtella sprucei
Leptobalanus maguirei
Licania kunthiana
Licania nitida
Moquilea araneosa
Clusia burchellii
Clusia criuva
Clusia diamantina
Clusia gardneri
Clusia mexiae
Clusia obdeltifolia
Clusia riedeliana
Combretum monetaria
Terminalia actinophylla
Terminalia corrugata
Terminalia eichleriana
Terminalia oxycarpa
Terminalia phaeocarpa
Terminalia tetraphylla
Connarus detersoides
Rourea laurifolia
Lamanonia brasiliensis
Weinmannia discolor
Weinmannia organensis
Weinmannia paulliniifolia
Stephanopodium engleri
Diospyros coccolobifolia
Diospyros ketun
Sloanea petalata
Agarista glaberrima
Agarista oleifolia
Agarista pulchra
Gaylussacia montana
Gaylussacia oleifolia
Gaylussacia salicifolia
Heisteria perianthomega
Heisteria silvianii
Erythroxylum anguifugum
Erythroxylum ayrtonianum
Erythroxylum barbatum
Erythroxylum engleri
Erythroxylum maracasense
Erythroxylum polygonoides
Erythroxylum subrotundum
Acalypha villosa
Cnidoscolus bahianus
Cnidoscolus froesii
Cnidoscolus paucistamineus
Croton agoensis
Croton cuneatus
Croton piptocalyx
Joannesia princeps
Manihot longiracemosa
Manihot tripartita
Sebastiania brasiliensis
Sebastiania riparia
Stillingia uleana
Abarema cochliacarpos
Abarema langsdorffii
Abarema villosa
Acosmium diffusissimum
Acosmium diffusissimum
Albizia polycephala
Andira anthelmia
Andira cordata
Andira cujabensis
Andira fraxinifolia
Andira humilis
Andira inermis
Bauhinia bicolor
Bauhinia bombaciflora
Bauhinia catingae
Bauhinia membranacea
Bauhinia uberlandiana
Blanchetiodendron blanchetii
Bocoa ratteri
Calliandra carrascana
Cenostigma bracteosum
Centrolobium sclerophyllum
Centrolobium tomentosum
Chamaecrista blanchetii
Chamaecrista brachystachya
Chamaecrista bracteolata
Chamaecrista confertiformis
Chamaecrista cytisoides
Chamaecrista decora
Chamaecrista dentata
Chamaecrista fulgida
Chamaecrista hedysaroides
Chamaecrista machaeriifolia
Chamaecrista phyllostachya
Chamaecrista spinulosa
Chamaecrista subpeltata
Chamaecrista tocantinensis
Chloroleucon dumosum
Chloroleucon tortum
Clitoria fairchildiana
Copaifera duckei
Copaifera rondonii
Copaifera sabulicola
Dalbergia acuta
Dalbergia brasiliensis
Dalbergia foliolosa
Dalbergia glaucescens
Dalbergia hortensis
Dalbergia miscolobium
Dimorphandra wilsonii
Enterolobium gummiferum
Erythrina speciosa
Erythrina verna
Hymenaea eriogyne
Hymenaea longifolia
Hymenaea maranhensis
Hymenaea velutina
Hymenolobium heringerianum
Inga barbata
Inga sessilis
Inga vulpina
Leptolobium araguaiense
Leptolobium brachystachyum
Leptolobium glaziovianum
Leptolobium multijugum
Leucochloron foederale
Leucochloron incuriale
Leucochloron minarum
Luetzelburgia andrade-limae
Luetzelburgia auriculata
Machaerium mucronulatum
Machaerium opacum
Machaerium pedicellatum
Machaerium punctatum
Martiodendron mediterraneum
Melanoxylon brauna
Mimosa acroconica
Mimosa adenotricha
Mimosa apodocarpa
Mimosa bispiculata
Mimosa capito
Mimosa claussenii
Mimosa decorticans
Mimosa dichroa
Mimosa dominarum
Mimosa gardneri
Mimosa interrupta
Mimosa laticifera
Mimosa longepedunculata
Mimosa micropteris
Mimosa oedoclada
Mimosa perplicata
Mimosa pteridifolia
Mimosa pycnocoma
Mimosa regina
Mimosa rheiptera
Mimosa rhodostegia
Mimosa sericantha
Mimosa struthionoptera
Moldenhawera acuminata
Muellera montana
Ormosia arborea
Ormosia excelsa
Ormosia fastigiata
Parkia cachimboensis
Parkia platycephala
Peltogyne maranhensis
Platycyamus regnellii
Platymiscium floribundum
Poecilanthe subcordata
Pseudopiptadenia brenanii
Pseudopiptadenia contorta
Pterodon abruptus
Pterodon apparicioi
Senegalia harleyi
Senegalia irwinii
Senegalia langsdorffii
Senegalia latifoliola
Senna reniformis
Senna trachypus
Stryphnodendron adstringens
Stryphnodendron coriaceum
Stryphnodendron polyphyllum
Swartzia acutifolia
Swartzia apetala
Swartzia bahiensis
Swartzia euxylophora
Swartzia hilaireana
Swartzia macrostachya
Swartzia parvipetala
Swartzia pilulifera
Swartzia psilonema
Tachigali rubiginosa
Tachigali vulgaris
Zollernia paraensis
Prepusa montana
Senaea coerulea
Humiriastrum glaziovii
Vantanea compacta
Vantanea morii
Vantanea obovata
Vismia brasiliensis
Vismia micrantha
Leretia cordata
Lacistema pubescens
Lacistema robustum
Lacistema serrulatum
Aegiphila obducta
Cyanocephalus lippioides
Eriope latifolia
Hyptidendron asperrimum
Hyptidendron conspersum
Hyptidendron roseum
Hyptis pachyphylla
Hyptis penaeoides
Oocephalus piranii
Vitex mexiae
Vitex panshiniana
Vitex polygama
Vitex rufescens
Vitex schaueriana
Vitex sellowiana
Aiouea bracteata
Aiouea macedoana
Aiouea piauhyensis
Aiouea saligna
Aniba canelilla
Aniba firmula
Aniba heringeri
Cinnamomum erythropus
Cinnamomum haussknechtii
Cinnamomum sellowianum
Cinnamomum tomentulosum
Cryptocarya moschata
Endlicheria glomerata
Endlicheria lhotzkyi
Mezilaurus microphylla
Mezilaurus vanderwerffii
Nectandra gardneri
Nectandra grandiflora
Nectandra lanceolata
Nectandra matogrossensis
Nectandra nitidula
Nectandra psammophila
Nectandra puberula
Nectandra venulosa
Nectandra warmingii
Ocotea adamantina
Ocotea densiflora
Ocotea frondosa
Ocotea glaziovii
Ocotea minarum
Ocotea nitida
Ocotea notata
Ocotea nutans
Ocotea odorifera
Ocotea oppositifolia
Ocotea percoriacea
Ocotea pomaderroides
Ocotea rohweri
Ocotea spectabilis
Ocotea spixiana
Ocotea tabacifolia
Ocotea tristis
Ocotea vegrandis
Ocotea velloziana
Ocotea velutina
Ocotea virgultosa
Ocotea xanthocalyx
Persea alba
Persea aurata
Persea fusca
Persea glabra
Persea major
Persea pedunculosa
Persea rufotomentosa
Persea splendens
Persea venosa
Persea willdenovii
Cariniana rubra
Eschweilera nana
Lecythis schomburgkii
Lecythis schwackei
Lafoensia glyptocarpa
Lafoensia replicata
Magnolia ovata
Acmanthera fernandesii
Banisteriopsis arborea
Banisteriopsis latifolia
Byrsonima affinis
Byrsonima clausseniana
Byrsonima cordifolia
Byrsonima fonsecae
Byrsonima gardneriana
Byrsonima laxiflora
Byrsonima macrophylla
Byrsonima martiana
Byrsonima minarum
Byrsonima nitidifolia
Byrsonima perseifolia
Byrsonima rotunda
Byrsonima salzmanniana
Byrsonima spinensis
Byrsonima stannardii
Byrsonima subcordata
Byrsonima umbellata
Byrsonima vacciniifolia
Heteropterys byrsonimifolia
Ceiba jasminodora
Ceiba ventricosa
Eriotheca candolleana
Eriotheca estevesiae
Eriotheca parvifolia
Luehea hoehnei
Mollia burchellii
Pachira retusa
Pavonia graomogoliana
Pseudobombax minimum
Sterculia curiosa
Sterculia striata
Schwartzia adamantium
Huberia consimilis
Huberia piranii
Lavoisiera harleyi
Lavoisiera nervulosa
Lavoisiera punctata
Lavoisiera vestita
Leandra acutiflora
Leandra pennipilis
Leandra quinquedentata
Leandra quinquenodis
Leandra umbellata
Merianthera eburnea
Merianthera sipolisii
Miconia angelana
Miconia caudigera
Miconia corallina
Miconia cubatanensis
Miconia elegans
Miconia flammea
Miconia hirtella
Miconia irwinii
Miconia leucocarpa
Miconia ligustroides
Miconia lymanii
Miconia nordestina
Miconia paniculata
Miconia paradoxa
Miconia pepericarpa
Miconia renatogoldenbergii
Miconia sclerophylla
Miconia sellowiana
Miconia tentaculifera
Miconia trianae
Miconia warmingiana
Miconia weddellii
Microlicia stenodonoides
Mouriri elliptica
Mouriri gardneri
Mouriri glazioviana
Mouriri pranceana
Mouriri pusa
Pleroma barnebyanum
Pleroma candolleanum
Pleroma crassirame
Pleroma fissinervium
Pleroma minus
Pleroma rigidulum
Stenodon suberosus
Tibouchina papyrus
Tococa macroptera
Tococa subciliata
Trembleya laniflora
Trembleya parviflora
Trembleya pentagona
Guarea zepivae
Trichilia casaretti
Trichilia emarginata
Trichilia silvatica
Emmotum harleyi
Emmotum nitens
Macropeplus ligustrinus
Mollinedia argyrogyna
Mollinedia widgrenii
Ficus bahiensis
Ficus bonijesulapensis
Ficus clusiifolia
Ficus enormis
Ficus eximia
Ficus lagoensis
Ficus mexiae
Sorocea guilleminiana
Sorocea hilarii
Virola malmei
Virola urbaniana
Accara elegans
Campomanesia costata
Campomanesia eugenioides
Campomanesia pubescens
Campomanesia rufa
Campomanesia velutina
Eugenia acutata
Eugenia aurata
Eugenia candolleana
Eugenia capparidifolia
Eugenia cerasiflora
Eugenia cerradensis
Eugenia dysenterica
Eugenia espinhacensis
Eugenia francavilleana
Eugenia gemmiflora
Eugenia glabrescens
Eugenia gracillima
Eugenia hatschbachii
Eugenia indistincta
Eugenia lagoensis
Eugenia laruotteana
Eugenia matogrossensis
Eugenia megaflora
Eugenia modesta
Eugenia pantagensis
Eugenia pantanalensis
Eugenia piloensis
Eugenia pistaciifolia
Eugenia prasina
Eugenia pruniformis
Eugenia pyrifera
Eugenia salacifolia
Eugenia sonderiana
Eugenia sparsa
Eugenia subterminalis
Eugenia tenuipedunculata
Eugenia theodorae
Myrceugenia acutata
Myrceugenia alpigena
Myrceugenia bananalensis
Myrceugenia bracteosa
Myrceugenia pilotantha
Myrcia bicarinata
Myrcia blanchetiana
Myrcia camapuanensis
Myrcia coelosepala
Myrcia densa
Myrcia eriocalyx
Myrcia eximia
Myrcia ilheosensis
Myrcia laricina
Myrcia lasiantha
Myrcia loranthifolia
Myrcia lucasiae
Myrcia lughadhae
Myrcia lutescens
Myrcia matogrossensis
Myrcia mischophylla
Myrcia multipunctata
Myrcia mutabilis
Myrcia neoclusiifolia
Myrcia nitida
Myrcia obovata
Myrcia ochroides
Myrcia polyantha
Myrcia pubescens
Myrcia pubiflora
Myrcia racemosa
Myrcia retorta
Myrcia rufipes
Myrcia rupestris
Myrcia springiana
Myrcia subavenia
Myrcia subcordata
Myrcia tetraloba
Myrcia tortuosa
Myrcia variabilis
Myrcia vauthiereana
Myrcia venulosa
Myrciaria glanduliflora
Plinia espinhacensis
Psidium appendiculatum
Psidium brownianum
Psidium canum
Psidium cattleyanum
Psidium corynanthum
Psidium ganevii
Psidium myrtoides
Psidium oligospermum
Psidium rufum
Psidium sobralianum
Siphoneugena crassifolia
Siphoneugena densiflora
Siphoneugena kiaerskoviana
Guapira combretiflora
Guapira graciliflora
Guapira noxia
Guapira tomentosa
Ouratea discophora
Ouratea glaucescens
Ouratea ovalis
Ouratea salicifolia
Ouratea semiserrata
Ouratea spectabilis
Dulacia egleri
Dulacia papillosa
Dulacia pauciflora
Chionanthus crassifolius
Chionanthus ferrugineus
Chionanthus subsessilis
Ludwigia anastomosans
Ternstroemia brasiliensis
Ternstroemia carnosa
Pera anisotricha
Pera heteranthera
Amanoa glaucophylla
Amanoa oblongifolia
Phyllanthus poeppigianus
Savia dictyocarpa
Gallesia integrifolia
Gallesia integrifolia
Seguieria langsdorffii
Picramnia ciliata
Picramnia glazioviana
Picramnia ramiflora
Diclidanthera laurifolia
Coccoloba declinata
Coccoloba paraensis
Coccoloba salicifolia
Coccoloba warmingii
Cybianthus boissieri
Cybianthus goyazensis
Cybianthus lagoensis
Myrsine leuconeura
Myrsine venosa
Euplassa incana
Euplassa legalis
Euplassa rufa
Euplassa semicostata
Panopsis multiflora
Roupala paulensis
Quiina paraensis
Rhabdodendron gardneranum
Sarcomphalus undulatus
Prunus chamissoana
Chomelia bella
Chomelia brasiliana
Chomelia pohliana
Chomelia sericea
Faramea bracteata
Faramea montevidensis
Ladenbergia chapadensis
Ladenbergia cujabensis
Ladenbergia hexandra
Melanopsidium nigrum
Molopanthera paniculata
Palicourea tricephala
Psychotria carthagenensis
Psychotria formosa
Psychotria lagoensis
Psychotria subspathulata
Retiniphyllum kuhlmannii
Rudgea longiflora
Rudgea obtusa
Rustia formosa
Schizocalyx cuspidatus
Tocoyena brasiliensis
Conchocarpus fontanesianus
Esenbeckia leiocarpa
Esenbeckia oligantha
Galipea jasminiflora
Helietta glaziovii
Metrodorea nigra
Metrodorea stipularis
Pilocarpus spicatus
Pilocarpus trachylophus
Zanthoxylum gardneri
Zanthoxylum stelligerum
Meliosma sellowii
Casearia commersoniana
Casearia eichleriana
Casearia lasiophylla
Casearia melliodora
Casearia obliqua
Casearia oblongifolia
Casearia ulmifolia
Acanthosyris paulo-alvinii
Allophylus puberulus
Allophylus quercifolius
Averrhoidium gardnerianum
Cupania bracteosa
Cupania castaneaefolia
Cupania moraesiana
Cupania oblongifolia
Cupania paniculata
Cupania platycarpa
Cupania racemosa
Cupania radlkoferi
Cupania rigida
Cupania tenuivalvis
Diatenopteryx grazielae
Matayba heterophylla
Matayba juglandifolia
Matayba marginata
Matayba mollis
Matayba punctata
Matayba spruceana
Melicoccus oliviformis
Talisia subalbens
Talisia veraluciana
Toulicia radlkoferi
Toulicia subsquamulata
Manilkara rufula
Manilkara triflora
Micropholis emarginata
Micropholis gnaphaloclados
Pouteria furcata
Pouteria subsessilifolia
Homalolepis ferruginea
Siparuna brasiliensis
Cestrum salzmannii
Solanum argenteum
Solanum cernuum
Solanum decorum
Solanum falciforme
Solanum rufescens
Solanum sambuciflorum
Solanum stipulaceum
Styrax aureus
Styrax griseus
Styrax latifolius
Styrax martii
Styrax pauciflorus
Styrax pedicellatus
Symplocos arbutifolia
Symplocos glaberrima
Symplocos inopinata
Symplocos pentandra
Symplocos platyphylla
Symplocos revoluta
Symplocos rhamnifolia
Daphnopsis brasiliensis
Daphnopsis coriacea
Daphnopsis fasciculata
Daphnopsis utilis
Cecropia hololeuca
Callisthene castellanosii
Callisthene erythroclada
Callisthene major
Callisthene microphylla
Callisthene minor
Callisthene mollissima
Qualea cryptantha
Qualea dichotoma
Qualea hannekesaskiarum 
Qualea ingens 
Qualea lundii 
Qualea selloi
Ruizterania gardneriana
Vochysia acuminata 
Vochysia dasyantha 
Vochysia discolor
Vochysia elliptica 
Vochysia emarginata 
Vochysia gardneri 
Vochysia laurifolia 
Vochysia pyramidalis 
Vochysia rectiflora 
Vochysia rotundifolia 
Vochysia thyrsoidea
